опюия кхяр;;;;;;;;;;;
"ннн ""лнрнпкюим""";;;;;;;;;;;
12.03.15;;;;;;;;;;;
;;;;;;;;;;;
йНД;йНД 2;лНДЕКЭ;мЮХЛЕМНБЮМХЕ РНБЮПНБ;аПЩМД;яРПЮМЮ ОПНХГБНДХРЕКЭ;йНКХВЕЯРБН;лХМ. ЙНКХВЕЯРБН;аЮГНБЮЪ ЖЕМЮ ГЮ 1ЬР.;жЕМЮ ЯН ЯЙХДЙНИ -20%;"жЕМЮ ЯН
ЯЙХДЙНИ -25%";юКЭР.МНЛЕПЮ
96182806; ;NEXIA/ES/NUB/LAN 1.5 DOHC;йкюоюм босяймни;CHEVROLET;йнпеъ, пеяосакхйю;4;1;388,70;310,96;291,53;
94580146; ;MATIZ/TICO/DAMAS/AVEO 1.2;йкюоюм босяймни;CHEVROLET;йнпеъ, пеяосакхйю;3;1;388,70;310,96;291,53;
25192554; ;LACETTI 1.4-1.6/AVEO 1.4/CRUZE 1.6 DOHC;йкюоюм босяймни;CHEVROLET;йнпеъ, пеяосакхйю;12;1;382,20;305,76;286,65;
25192555; ;NEXIA/LACETTI 1.4-1.6/AVEO 1.4;йкюоюм бшосяймни;CHEVROLET;йнпеъ, пеяосакхйю;4;1;733,20;586,56;549,90;
96182805; ;NEXIA/ES/NUB/LAN 1.5 DOHC;йкюоюм бшосяймни;CHEVROLET;йнпеъ, пеяосакхйю;12;1;691,60;553,28;518,70;
90215491; ;NEXIA;йкюоюм бшосяймни;CHEVROLET;йнпеъ, пеяосакхйю;8;1;585,00;468,00;438,75;
96168696; ;NEXIA;ймнойю бйкчвемхъ ор тюп;CHEVROLET;йнпеъ, пеяосакхйю;50;1;414,70;331,76;311,03;
96288872; ;MATIZ/SPARK;ймнойю бйкчвемхъ ор тюп;CHEVROLET;йнпеъ, пеяосакхйю;18;1;475,80;380,64;356,85;
96626083; ;CAPTIVA;йнкндйю псвмнцн рнплнгю;CHEVROLET;йнпеъ, пеяосакхйю;3;1;2 653,95;2 123,16;1 990,46;
96226110; ;NEXIA/ES;йнкндйх рнплнгмше гюдмхе аюпюаюммше;CHEVROLET;йнпеъ, пеяосакхйю;6;1;3 066,05;2 452,84;2 299,54;
96268686; ;MATIZ I/II;йнкндйх рнплнгмше гюдмхе аюпюаюммше;CHEVROLET;йнпеъ, пеяосакхйю;15;1;2 193,75;1 755,00;1 645,31;
96473229; ;AVEO;йнкндйх рнплнгмше гюдмхе аюпюаюммше;CHEVROLET;йнпеъ, пеяосакхйю;11;1;2 478,45;1 982,76;1 858,84;
96626076; ;CAPTIVA (2007-);йнкндйх рнплнгмше гюдмхе дхяйнбше;CHEVROLET;йнпеъ, пеяосакхйю;3;1;4 043,65;3 234,92;3 032,74;
96800089; ;LACETTI (2007-);йнкндйх рнплнгмше гюдмхе дхяйнбше;CHEVROLET;йнпеъ, пеяосакхйю;10;1;2 532,40;2 025,92;1 899,30;
96405131; ;LACETTI (-2007);йнкндйх рнплнгмше гюдмхе дхяйнбше;CHEVROLET;йнпеъ, пеяосакхйю;4;1;2 312,70;1 850,16;1 734,53;
13411380; ;CRUZE;"йнкндйх рнплнгмше гюдмхе дхяйнбше 15""";CHEVROLET;йнпеъ, пеяосакхйю;10;1;5 987,15;4 789,72;4 490,36;
96405129; ;LACETTI;йнкндйх рнплнгмше оепедмхе;CHEVROLET;йнпеъ, пеяосакхйю;8;1;2 852,20;2 281,76;2 139,15;
13412810; ;CRUZE/ORLANDO/VOLT/OPEL ASTRA J/ZAFIRA C/MOKKA;"йнкндйх рнплнгмше оепедмхе 16""";CHEVROLET;йнпеъ, пеяосакхйю;23;1;6 652,75;5 322,20;4 989,56;
90410741; ;NUBIRA/LCTT 1.8L/LEG 2.0L/EVND;йнкоювнй люякняз╗лмши;CHEVROLET;йнпеъ, пеяосакхйю;48;1;48,10;38,48;36,08;
96840122; ;NEXIA/NUB/LAN 1.5/LCTT 1.6/AVEO 1.4 DOHC/CRUZE 1.6;йнкоювнй люякняз╗лмши;CHEVROLET;йнпеъ, пеяосакхйю;24;1;128,70;102,96;96,53;
94580655; ;ESPERO/NE/LAN/LEG/NUB SOHC;йнкоювнй люякняз╗лмши;CHEVROLET;йнпеъ, пеяосакхйю;64;8;52,65;42,12;39,49;
94535484; ;MATIZ/TICO/DAMAS/AVEO 1.2;йнкоювнй люякняз╗лмши;CHEVROLET;йнпеъ, пеяосакхйю;66;1;67,60;54,08;50,70;
93742702; ;LACETTI 1.8 (2006-);йнкэжю онпьмебше +0.50;CHEVROLET;йнпеъ, пеяосакхйю;2;1;6 330,35;5 064,28;4 747,76;
94581409; ;MATIZ/TICO/DAMAS;йнкэжю онпьмебше ярд. (ЙНЛОКЕЙР МЮ 1 ОНПЬЕМЭ);CHEVROLET;йнпеъ, пеяосакхйю;3;1;758,55;606,84;568,91;
25190809; ;NEXIA/ES;йнкэжн рпюлак╗пю;CHEVROLET;йнпеъ, пеяосакхйю;10;1;138,45;110,76;103,84;
93740249; ;AVEO/LANOS/NUBIRA/EPICA/EVANDA/LEGANZA/REZZO;йнлокейр мюопюбкъчыху оепедмецн ясоонпрю (+ошкэмхйх);CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 480,05;1 184,04;1 110,04;
93741069; ;NEXIA/ES/MATIZ;йнмрюйрмюъ цпсоою гюлйю гюфхцюмхъ;CHEVROLET;йнпеъ, пеяосакхйю;66;1;802,75;642,20;602,06;
25182560; ;ORLANDO 1.8/CRUZE 1.8/LEGANZA;йнпгхмю яжеокемхъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;4 981,60;3 985,28;3 736,20;
25185062; ;CRUZE/LEGANZA/NUBIRA/EVANDA/REZZO;йнпгхмю яжеокемхъ;CHEVROLET;йнпеъ, пеяосакхйю;3;1;4 673,50;3 738,80;3 505,13;
96325011; ;AVEO 1.2/MATIZ II 1.0;йнпгхмю яжеокемхъ;CHEVROLET;йнпеъ, пеяосакхйю;4;1;3 055,00;2 444,00;2 291,25;
96349031; ;LACETTI 1.4-1.6/AVEO 1.4 DOHC;йнпгхмю яжеокемхъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;3 224,00;2 579,20;2 418,00;
96563582; ;MATIZ/TICO;йнпгхмю яжеокемхъ;CHEVROLET;йнпеъ, пеяосакхйю;3;1;1 472,25;1 177,80;1 104,19;
96343035; ;NEXIA/LANOS 1.5 SOHC;йнпгхмю яжеокемхъ;CHEVROLET;йнпеъ, пеяосакхйю;3;1;3 066,05;2 452,84;2 299,54;
95710897; ;NEXIA/ES;йнпося гюлйю гюфхцюмхъ;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 978,60;1 582,88;1 483,95;
96351800; ;LACETTI/AVEO;йпшьйю аемгнаюйю;CHEVROLET;йнпеъ, пеяосакхйю;1;1;828,75;663,00;621,56;
96181843; ;NEXIA/ES;йпшьйю люякнгюкхбмни цнпкнбхмш;CHEVROLET;йнпеъ, пеяосакхйю;10;1;421,20;336,96;315,90;
96940004; ;MATIZ/TICO/DAMAS/AVEO 1.2;йпшьйю люякнгюкхбмни цнпкнбхмш;CHEVROLET;йнпеъ, пеяосакхйю;7;1;91,00;72,80;68,25;
10496278; ;NEXIA/ES;йпшьйю рпюлак╗пю;CHEVROLET;йнпеъ, пеяосакхйю;9;1;690,95;552,76;518,21;
93740943; ;MATIZ;йпшьйю рпюлак╗пю;CHEVROLET;йнпеъ, пеяосакхйю;2;1;787,80;630,24;590,85;
93747059; ;NEXIA;кхвхмйю гюлйю йпшьйх аюцюфмхйю;CHEVROLET;йнпеъ, пеяосакхйю;10;1;1 391,00;1 112,80;1 043,25;
55566650; ;ORLANDO 1.8/CRUZE 1.6/1.8/AVEO 1.6;къладю-гнмд;CHEVROLET;йнпеъ, пеяосакхйю;2;1;5 365,10;4 292,08;4 023,83;
96418965; ;LACETTI 1.4-1.6-1.8/AVEO 1.4 (2006-2008);къладю-гнмд;CHEVROLET;йнпеъ, пеяосакхйю;1;1;5 848,05;4 678,44;4 386,04;
96281543; ;MATIZ/TICO;люунбхй;CHEVROLET;йнпеъ, пеяосакхйю;1;1;4 725,50;3 780,40;3 544,13;
96100626; ;NEXIA/ES;лнрнп ярейкннвхярхрекъ;CHEVROLET;йнпеъ, пеяосакхйю;3;1;3 743,35;2 994,68;2 807,51;
96314772; ;MATIZ I/II;лнрнп ярейкннвхярхрекъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;3 370,90;2 696,72;2 528,18;
96190209; ;LACETTI 5door (-2005)/NUB I-II;лнрнп ярейкннвхярхрекъ гюдмецн ярейкю;CHEVROLET;йнпеъ, пеяосакхйю;3;1;3 480,10;2 784,08;2 610,08;
96626667; ;CAPTIVA;мюйнмевмхй пскебни;CHEVROLET;йнпеъ, пеяосакхйю;10;1;1 431,95;1 145,56;1 073,96;
13286686; ;CRUZE/ORLANDO/VOLT;мюйнмевмхй пскебни;CHEVROLET;йнпеъ, пеяосакхйю;2;1;5 060,25;4 048,20;3 795,19;
95967285; ;SPARK (2011-);мюйнмевмхй пскебни;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 411,15;1 128,92;1 058,36;
93741091; ;MATIZ I/II;мюйнмевмхй пскебни C ц/с;CHEVROLET;йнпеъ, пеяосакхйю;8;1;1 079,65;863,72;809,74;
93740722; ;AVEO;мюйнмевмхй пскебни кебши C ц/с;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 267,50;1 014,00;950,63;
93740723; ;AVEO;мюйнмевмхй пскебни опюбши C ц/с;CHEVROLET;йнпеъ, пеяосакхйю;3;1;1 266,85;1 013,48;950,14;
93742635; ;AVEO (2003-);мюопюбкъчыюъ ясоонпрю оепедмецн (Й-ЙР 4ЬР);CHEVROLET;йнпеъ, пеяосакхйю;1;1;1 411,15;1 128,92;1 058,36;
25183429; ;CAPTIVA (2007-)/LACETTI/NUBIRA/EPICA;мюяня бндъмни;CHEVROLET;йнпеъ, пеяосакхйю;4;1;4 556,50;3 645,20;3 417,38;
92226211; ;CAPTIVA 2.4/LACETTI 1.8/EPICA/EVANDA/NUBIRA/REZZO/MAGNUS/OPEL;мюяня бндъмни;CHEVROLET;йнпеъ, пеяосакхйю;5;1;18 661,50;14 929,20;13 996,13;
25186662; ;ORLANDO 2.0 DSL;мюяня бндъмни;CHEVROLET;йнпеъ, пеяосакхйю;1;1;12 255,75;9 804,60;9 191,81;
96872704; ;NEXIA/LAN/NUB/AVEO 1.4 SOHC;мюяня бндъмни;CHEVROLET;йнпеъ, пеяосакхйю;1;1;3 043,30;2 434,64;2 282,48;
96666219; ;AVEO 1.2 (2003-)/MATIZ II/SPARK/TICO;мюяня бндъмни;CHEVROLET;йнпеъ, пеяосакхйю;2;1;3 043,30;2 434,64;2 282,48;
25189698; ;AVEO 1.2/MATIZ II 1.0;мюяня люякъмши;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 324,05;1 059,24;993,04;
96438102; ;REZZO (2006-);мюяня рнокхбмши;CHEVROLET;йнпеъ, пеяосакхйю;5;1;8 518,25;6 814,60;6 388,69;
96464637; ;MATIZ II/SPARK (2005-);мюяня рнокхбмши;CHEVROLET;йнпеъ, пеяосакхйю;3;1;12 111,45;9 689,16;9 083,59;
13592115; ;AVEO II 1.2-1.4 (2012-);мюяня рнокхбмши;CHEVROLET;йнпеъ, пеяосакхйю;1;1;16 014,70;12 811,76;12 011,03;
25191534; ;CRUZE;мюръфхрекэ опхбндмнцн пелмъ;CHEVROLET;йнпеъ, пеяосакхйю;27;1;3 154,45;2 523,56;2 365,84;
94580139; ;MATIZ/TICO/DAMAS/AVEO 1.2;мюръфхрекэ пелмъ цпл;CHEVROLET;йнпеъ, пеяосакхйю;10;1;1 620,45;1 296,36;1 215,34;
25183772; ;NEXIA/ES/NUB I-II/LAN 1.5 DOHC/LCTT 1.4-1.6/REZZO 1.6/AVEO 1.4 DOHC/CRUZE 1.6;мюръфхрекэ пелмъ цпл;CHEVROLET;йнпеъ, пеяосакхйю;30;1;3 419,65;2 735,72;2 564,74;
55574864; ;ORLANDO 1.8/CRUZE 1.6/1.8/AVEO II/III 1.4/1.6/TRACKER/OPEL/SAAB;мюръфхрекэ пелмъ цпл;CHEVROLET;йнпеъ, пеяосакхйю;50;1;6 140,55;4 912,44;4 605,41;
25184786; ;NUBIRA 1.5L/LCTT 1.4L-1.6L/AVEO;мюръфхрекэ пелмъ йнмдхжхнмепю;CHEVROLET;йнпеъ, пеяосакхйю;19;1;2 347,80;1 878,24;1 760,85;
25190645; ;LEGANZA/NUB/LCTT 1.8/EVND/CAPTIVA;мюръфхрекэ пелмъ йнмдхжхнмепю;CHEVROLET;йнпеъ, пеяосакхйю;20;1;2 653,30;2 122,64;1 989,98;
95227628; ;AVEO II (2011-);нонпю юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;14;1;1 516,45;1 213,16;1 137,34;
13505854; ;ORLANDO;нонпю юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;4;1;1 634,75;1 307,80;1 226,06;
95247220; ;CAPTIVA;нонпю юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;15;1;2 236,65;1 789,32;1 677,49;
96945329; ;EPICA (2007-);нонпю юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;4;1;1 629,55;1 303,64;1 222,16;
96490218; ;LACETTI (2005-);нонпю ьюпнбюъ оепедмъъ;CHEVROLET;йнпеъ, пеяосакхйю;8;1;1 001,65;801,32;751,24;
96535089; ;AVEO;нонпю ьюпнбюъ оепедмъъ;CHEVROLET;йнпеъ, пеяосакхйю;8;1;1 004,25;803,40;753,19;
96328437; ;EPICA (-2011)/EVANDA/MAGNUS;нонпю ьюпнбюъ оепедмъъ;CHEVROLET;йнпеъ, пеяосакхйю;20;1;1 052,35;841,88;789,26;
96403109; ;LACETTI 4-5door (2005-);нранимхй юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;8;1;725,40;580,32;544,05;
96549918; ;LACETTI WGN (2005-);нранимхй юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;6;1;719,55;575,64;539,66;
90538493; ;CRUZE/ORLANDO;нранимхй юлнпрхгюрнпю гюдмецн;CHEVROLET;йнпеъ, пеяосакхйю;44;1;228,80;183,04;171,60;
90125889; ;LEGANZA/LAN DOHC/NUB (-10.1997);нранимхй юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;4;1;425,75;340,60;319,31;
96549925; ;LACETTI (2005-);нранимхй юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;26;1;1 111,50;889,20;833,63;
96499054; ;EPICA;нранимхй юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;2;1;735,15;588,12;551,36;
96396591; ;MATIZ II/SPARK (2005-);нранимхй юлнпрхгюрнпю оепедмецн;CHEVROLET;йнпеъ, пеяосакхйю;8;1;131,30;105,04;98,48;
96227425; ;LANOS (1997-2002);ондсьйю дбхцюрекъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;1 567,80;1 254,24;1 175,85;
96227422; ;ESPERO/NEXIA/LANOS;ондсьйю дбхцюрекъ гюдмъъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;1 326,65;1 061,32;994,99;
96806644; ;AVEO (2009-);ондсьйю дбхцюрекъ гюдмъъ;CHEVROLET;йнпеъ, пеяосакхйю;5;1;2 928,90;2 343,12;2 196,68;
96591285; ;MATIZ II/SPARK 0.8 (2005-);ондсьйю дбхцюрекъ гюдмъъ A/T;CHEVROLET;йнпеъ, пеяосакхйю;4;1;2 353,65;1 882,92;1 765,24;
96806638; ;AVEO 1.4 A/T (2008-);ондсьйю дбхцюрекъ кебюъ A/T;CHEVROLET;йнпеъ, пеяосакхйю;5;1;3 762,85;3 010,28;2 822,14;
13248552; ;CRUZE 1.6-1.8 A/T;ондсьйю дбхцюрекъ кебюъ A/T;CHEVROLET;йнпеъ, пеяосакхйю;5;1;5 226,00;4 180,80;3 919,50;
13266524; ;CRUZE 1.6-1.8 A/T/ORLANDO 1.8 A/T;ондсьйю дбхцюрекъ оепедмъъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;3 807,05;3 045,64;2 855,29;
96550232; ;LACETTI 1.4-1.6 M/T (2005-);ондсьйю дбхцюрекъ оепедмъъ кебюъ;CHEVROLET;йнпеъ, пеяосакхйю;11;1;4 338,10;3 470,48;3 253,58;
96535499; ;AVEO 1.2-1.4 DOHC M/T;ондсьйю дбхцюрекъ оепедмъъ кебюъ;CHEVROLET;йнпеъ, пеяосакхйю;5;1;3 040,05;2 432,04;2 280,04;
96535495; ;AVEO 1.4 SOHC M/T;ондсьйю дбхцюрекъ оепедмъъ кебюъ;CHEVROLET;йнпеъ, пеяосакхйю;5;1;3 762,85;3 010,28;2 822,14;
96535505; ;AVEO 1.4 DOHC A/T;ондсьйю дбхцюрекъ оепедмъъ кебюъ;CHEVROLET;йнпеъ, пеяосакхйю;5;1;3 117,40;2 493,92;2 338,05;
96341722; ;MATIZ II 0.8;ондсьйю дбхцюрекъ оепедмъъ кебюъ;CHEVROLET;йнпеъ, пеяосакхйю;1;1;1 399,45;1 119,56;1 049,59;
90250348; ;NEXIA/LANOS 1.5 SOHC;ондсьйю дбхцюрекъ оепедмъъ опюбюъ;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 580,80;1 264,64;1 185,60;
96322963; ;MATIZ II 0.8;ондсьйю дбхцюрекъ оепедмъъ опюбюъ;CHEVROLET;йнпеъ, пеяосакхйю;5;1;2 147,60;1 718,08;1 610,70;
96626771; ;CAPTIVA 2.4 (2007-);ондсьйю дбхцюрекъ опюбюъ M/T;CHEVROLET;йнпеъ, пеяосакхйю;3;1;5 344,95;4 275,96;4 008,71;
13248607; ;CRUZE 1.6-1.8/ORLANDO 1.8;ондсьйю лйоо;CHEVROLET;йнпеъ, пеяосакхйю;3;1;4 204,20;3 363,36;3 153,15;
13248551; ;CRUZE 1.6-1.8 M/T;ондсьйю лйоо;CHEVROLET;йнпеъ, пеяосакхйю;3;1;4 659,85;3 727,88;3 494,89;
90251210; ;NEXIA/LANOS/ESPERO/NUBIRA/LEGANZA/AVEO/EVANDA;ондьхомхй бшфхлмни;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 992,90;1 594,32;1 494,68;
93740753; ;LACETTI/AVEO/REZZO/EPICA/MATIZ/SPARK;ондьхомхй цемепюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;3;1;300,95;240,76;225,71;
96335754; ;NEXIA;ондьхомхй дхттепемжхюкю;CHEVROLET;йнпеъ, пеяосакхйю;1;1;715,65;572,52;536,74;
94535209; ;LANOS/NUB;ондьхомхй гюдмеи ярсохжш;CHEVROLET;йнпеъ, пеяосакхйю;3;1;341,90;273,52;256,43;
96316634; ;MATIZ I/II;ондьхомхй гюдмеи ярсохжш бмеьмхи;CHEVROLET;йнпеъ, пеяосакхйю;20;1;898,30;718,64;673,73;
96316635; ;MATIZ I/II;ондьхомхй гюдмеи ярсохжш бмсрпеммхи;CHEVROLET;йнпеъ, пеяосакхйю;40;1;850,20;680,16;637,65;
96312548; ;NUBIRA;ондьхомхй нонпмши гюдмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;2;1;1 111,50;889,20;833,63;
96457360; ;LACETTI 4-5door (2005-);ондьхомхй нонпмши гюдмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;12;1;1 032,20;825,76;774,15;
96456713; ;AVEO;ондьхомхй нонпмши гюдмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;15;1;457,60;366,08;343,20;
96225638; ;LANOS;ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;20;1;1 500,20;1 200,16;1 125,15;
96549921; ;LACETTI (2005-);ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;5;1;1 097,20;877,76;822,90;
96626331; ;CAPTIVA;ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;4;1;890,50;712,40;667,88;
96444920; ;LANOS;ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;4;1;1 896,05;1 516,84;1 422,04;
95185711; ;NEXIA/ES;ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;30;1;1 510,60;1 208,48;1 132,95;
94535242; ;EPICA/EVANDA;ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;5;1;1 477,45;1 181,96;1 108,09;
96444919; ;LANOS;ондьхомхй нонпмши оепедмецн юлнпрхгюрнпю кеб.;CHEVROLET;йнпеъ, пеяосакхйю;10;1;1 751,10;1 400,88;1 313,33;
96535010; ;AVEO;ондьхомхй нонпш оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;10;1;446,55;357,24;334,91;
96568585; ;MATIZ II (2002-);ондьхомхй нонпш оепедмецн юлнпрхгюрнпю;CHEVROLET;йнпеъ, пеяосакхйю;10;1;657,15;525,72;492,86;
96285525; ;MATIZ I/II;ондьхомхй оепедмеи ярсохжш (йнлокейр);CHEVROLET;йнпеъ, пеяосакхйю;5;1;1 992,25;1 593,80;1 494,19;
96497773; ;NEXIA/NUB/LAN 1.5 DOHC/AVEO 1.4 DOHC/CRUZE 1.6;опнбндю бб й-р;CHEVROLET;йнпеъ, пеяосакхйю;7;1;2 082,60;1 666,08;1 561,95;
96450249; ;LACETTI 1.4-1.6;опнбндю бб й-р;CHEVROLET;йнпеъ, пеяосакхйю;8;1;2 446,60;1 957,28;1 834,95;
96256433; ;MATIZ I/II;опнбндю бб й-р;CHEVROLET;йнпеъ, пеяосакхйю;20;1;1 730,30;1 384,24;1 297,73;
93746999; ;NEXIA;опнбндю бб й-р;CHEVROLET;йнпеъ, пеяосакхйю;4;1;2 084,55;1 667,64;1 563,41;
94580180; ;LANOS/AVEO 1.4 SOHC;опнйкюдйю бндъмнцн мюяняю;CHEVROLET;йнпеъ, пеяосакхйю;40;1;27,95;22,36;20,96;
96352947; ;NEXIA/NUB/LAN 1.5 DOHC;опнйкюдйю босяймнцн йнккейрнпю;CHEVROLET;йнпеъ, пеяосакхйю;1;1;243,10;194,48;182,33;
96461130; ;LACETTI 1.4-1.6/AVEO 1.4 (2005-);опнйкюдйю босяймнцн йнккейрнпю;CHEVROLET;йнпеъ, пеяосакхйю;14;1;152,10;121,68;114,08;
93185729; ;ORLANDO 1.8/CRUZE 1.8/OPEL;опнйкюдйю босяймнцн йнккейрнпю;CHEVROLET;йнпеъ, пеяосакхйю;25;1;3 840,20;3 072,16;2 880,15;
96378805; ;LACETTI 1.4-1.6/AVEO 1.4 DOHC (2005-);опнйкюдйю бшосяймнцн йнккейрнпю;CHEVROLET;йнпеъ, пеяосакхйю;43;1;271,05;216,84;203,29;
96569653; ;MATIZ/SPARK;опнйкюдйю бшосяймнцн йнккейрнпю;CHEVROLET;йнпеъ, пеяосакхйю;5;1;306,80;245,44;230,10;
96325170; ;AVEO 1.2/MATIZ II 1.0;опнйкюдйю цаж;CHEVROLET;йнпеъ, пеяосакхйю;25;1;1 691,30;1 353,04;1 268,48;
96963220; ;LACETTI 1.4-1.6 (2006-)/AVEO 1.4 DOHC (2006-2008)/CRUZE 1.6;опнйкюдйю цаж;CHEVROLET;йнпеъ, пеяосакхйю;17;1;1 834,95;1 467,96;1 376,21;
96181581; ;LEGANZA/AVEO;опнйкюдйю цксьхрекъ;CHEVROLET;йнпеъ, пеяосакхйю;3;1;186,55;149,24;139,91;
13229871; ;CRUZE/OPEL ASTRA J;опнйкюдйю цксьхрекъ;CHEVROLET;йнпеъ, пеяосакхйю;6;1;283,40;226,72;212,55;
96495356; ;CRUZE/LACETTI (2003-)/AVEO/LANOS/REZZO;опнйкюдйю йкюоюмю пежхпйскъжхх бшукномшу цюгнб;CHEVROLET;йнпеъ, пеяосакхйю;5;1;94,90;75,92;71,18;
55354237; ;AVEO 1.6/CRUZE 1.6/1.8/ORLANDO/OPEL ASTRA/CORSA/ZAFIRA/INSIGNIA;опнйкюдйю йкюоюммни йпшьйх;CHEVROLET;йнпеъ, пеяосакхйю;22;1;1 242,15;993,72;931,61;
96353002; ;NEXIA DOHC (08.2002-)/LCTT 1.4-1.6/REZZO 1.6/AVEO 1.4 DOHC (2003-)/NUB II/CRUZE 1.6;опнйкюдйю йкюоюммни йпшьйх DOHC;CHEVROLET;йнпеъ, пеяосакхйю;34;1;897,00;717,60;672,75;
96414596; ;LACETTI 1.8 (2006-);опнйкюдйю йкюоюммни йпшьйх DOHC;CHEVROLET;йнпеъ, пеяосакхйю;1;1;750,75;600,60;563,06;
96325175; ;AVEO 1.2/MATIZ II 1.0;опнйкюдйю йкюоюммни йпшьйх SOHC;CHEVROLET;йнпеъ, пеяосакхйю;8;1;398,45;318,76;298,84;
96179244; ;NEXIA/ES;опнйкюдйю йоо;CHEVROLET;йнпеъ, пеяосакхйю;3;1;170,95;136,76;128,21;
96184840; ;ESPERO/NE/LAN/NUB 1.5 DOHC;опнйкюдйю опх╗лмни рпсаш;CHEVROLET;йнпеъ, пеяосакхйю;8;1;220,35;176,28;165,26;
